STATUS OK
S A|A|2|2|1|Centre-Centre|1|micron|OK|2|3.500|3.500|0.000|3.500|3.500|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|A|2|2|1|Centre-Centre|2|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4008000000000000,4008000000000000,0000000000000000,4008000000000000,4008000000000000,0000000000000000
S A|A|2|2|1|Centre-Edge|1|micron|OK|2|3.000|3.000|0.000|3.000|3.000|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|A|2|2|1|Centre-Edge|2|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4008000000000000,4008000000000000,0000000000000000,4008000000000000,4008000000000000,0000000000000000
S A|A|2|2|1|Edge-Centre|1|micron|OK|2|3.000|3.000|0.000|3.000|3.000|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|A|2|2|1|Edge-Centre|2|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4004000000000000,4004000000000000,0000000000000000,4004000000000000,4004000000000000,0000000000000000
S A|A|2|2|1|Edge-Edge|1|micron|OK|2|2.500|2.500|0.000|2.500|2.500|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|A|2|2|1|Edge-Edge|2|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
S A|A|2|2|1|Surface-Contact|1|micron|OK|2|0.000|0.000|0.000|0.000|0.000|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|A|2|2|1|Surface-Contact|2|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4005504f333f9de6,4005504f333f9de6,3fcdb9cfff07aa07,4004000000000000,4006a09e667f3bcd,0000000000000000
S A|B|2|2|0|Centre-Centre|1|micron|OK|2|2.664|2.664|0.232|2.500|2.828|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4010e6454cd7aa2a,4010e6454cd7aa2a,3ff066eacca1575a,400c000000000000,4013cc8a99af5453,0000000000000000
S A|B|2|2|0|Centre-Centre|2|micron|OK|2|4.225|4.225|1.025|3.500|4.950|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,3fff648c6f1019d2,3fff648c6f1019d2,3fccd4d5076e804a,3ffcd82b446159f3,4000f876ccdf6cd9,0000000000000000
S A|B|2|2|0|Centre-Edge|1|micron|OK|2|1.962|1.962|0.225|1.803|2.121|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,400cf876ccdf6cd9,400cf876ccdf6cd9,3fec1e24cc824c98,4008000000000000,4010f876ccdf6cd9,0000000000000000
S A|B|2|2|0|Centre-Edge|2|micron|OK|2|3.621|3.621|0.879|3.000|4.243|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,3fff648c6f1019d2,3fff648c6f1019d2,3fccd4d5076e804a,3ffcd82b446159f3,4000f876ccdf6cd9,0000000000000000
S A|B|2|2|0|Edge-Centre|1|micron|OK|2|1.962|1.962|0.225|1.803|2.121|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,400cf876ccdf6cd9,400cf876ccdf6cd9,3fec1e24cc824c98,4008000000000000,4010f876ccdf6cd9,0000000000000000
S A|B|2|2|0|Edge-Centre|2|micron|OK|2|3.621|3.621|0.879|3.000|4.243|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,3ff4420b010b983a,3ff4420b010b983a,3fcace9f149692b7,3ff1e3779b97f4a8,3ff6a09e667f3bcd,0000000000000000
S A|B|2|2|0|Edge-Edge|1|micron|OK|2|1.266|1.266|0.209|1.118|1.414|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,40082463000f8560,40082463000f8560,3fe76e73ffc1ea81,4004000000000000,400c48c6001f0ac0,0000000000000000
S A|B|2|2|0|Edge-Edge|2|micron|OK|2|3.018|3.018|0.732|2.500|3.536|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
S A|B|2|2|0|Surface-Contact|1|micron|OK|2|0.000|0.000|0.000|0.000|0.000|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
S A|B|2|2|0|Surface-Contact|2|micron|OK|2|0.000|0.000|0.000|0.000|0.000|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,3ffc000000000000,3ffc000000000000,3fd6a09e667f3bcd,3ff8000000000000,4000000000000000,3ff0000000000000
S A|C|2|2|0|Centre-Centre|1|micron|OK|2|1.750|1.750|0.354|1.500|2.000|1
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4010e6454cd7aa2a,4010e6454cd7aa2a,3ff066eacca1575a,400c000000000000,4013cc8a99af5453,0000000000000000
S A|C|2|2|0|Centre-Centre|2|micron|OK|2|4.225|4.225|1.025|3.500|4.950|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,3ff4000000000000,3ff4000000000000,3fd6a09e667f3bcd,3ff0000000000000,3ff8000000000000,3ff0000000000000
S A|C|2|2|0|Centre-Edge|1|micron|OK|2|1.250|1.250|0.354|1.000|1.500|1
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,400cf876ccdf6cd9,400cf876ccdf6cd9,3fec1e24cc824c98,4008000000000000,4010f876ccdf6cd9,0000000000000000
S A|C|2|2|0|Centre-Edge|2|micron|OK|2|3.621|3.621|0.879|3.000|4.243|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,3ff4000000000000,3ff4000000000000,3fd6a09e667f3bcd,3ff0000000000000,3ff8000000000000,3ff0000000000000
S A|C|2|2|0|Edge-Centre|1|micron|OK|2|1.250|1.250|0.354|1.000|1.500|1
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,400cf876ccdf6cd9,400cf876ccdf6cd9,3fec1e24cc824c98,4008000000000000,4010f876ccdf6cd9,0000000000000000
S A|C|2|2|0|Edge-Centre|2|micron|OK|2|3.621|3.621|0.879|3.000|4.243|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,3fe8000000000000,3fe8000000000000,3fd6a09e667f3bcd,3fe0000000000000,3ff0000000000000,3ff0000000000000
S A|C|2|2|0|Edge-Edge|1|micron|OK|2|0.750|0.750|0.354|0.500|1.000|1
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,40082463000f8560,40082463000f8560,3fe76e73ffc1ea81,4004000000000000,400c48c6001f0ac0,0000000000000000
S A|C|2|2|0|Edge-Edge|2|micron|OK|2|3.018|3.018|0.732|2.500|3.536|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,3ff0000000000000,3ff0000000000000,0000000000000000,3ff0000000000000,3ff0000000000000,3ff0000000000000
S A|C|2|2|0|Surface-Contact|1|micron|OK|2|1.000|1.000|0.000|1.000|1.000|1
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
S A|C|2|2|0|Surface-Contact|2|micron|OK|2|0.000|0.000|0.000|0.000|0.000|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4004000000000000,4004000000000000,0000000000000000,4004000000000000,4004000000000000,0000000000000000
S B|B|2|2|1|Centre-Centre|1|micron|OK|2|2.500|2.500|0.000|2.500|2.500|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|2|2|1|Centre-Centre|2|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,3ffcd82b446159f3,3ffcd82b446159f3,0000000000000000,3ffcd82b446159f3,3ffcd82b446159f3,0000000000000000
S B|B|2|2|1|Centre-Edge|1|micron|OK|2|1.803|1.803|0.000|1.803|1.803|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|2|2|1|Centre-Edge|2|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,3ffcd82b446159f3,3ffcd82b446159f3,0000000000000000,3ffcd82b446159f3,3ffcd82b446159f3,0000000000000000
S B|B|2|2|1|Edge-Centre|1|micron|OK|2|1.803|1.803|0.000|1.803|1.803|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|2|2|1|Edge-Centre|2|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,3ff1e3779b97f4a8,3ff1e3779b97f4a8,0000000000000000,3ff1e3779b97f4a8,3ff1e3779b97f4a8,0000000000000000
S B|B|2|2|1|Edge-Edge|1|micron|OK|2|1.118|1.118|0.000|1.118|1.118|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|2|2|1|Edge-Edge|2|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
S B|B|2|2|1|Surface-Contact|1|micron|OK|2|0.000|0.000|0.000|0.000|0.000|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|2|2|1|Surface-Contact|2|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4008000000000000,4008000000000000,3fe6a09e667f3bcd,4004000000000000,400c000000000000,0000000000000000
S B|A|2|2|0|Centre-Centre|1|micron|OK|2|3.000|3.000|0.707|2.500|3.500|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,400f1cd9cceef23a,400f1cd9cceef23a,3ff7ffffffffffff,4006a09e667f3bcd,4013cc8a99af5453,0000000000000000
S B|A|2|2|0|Centre-Centre|2|micron|OK|2|3.889|3.889|1.500|2.828|4.950|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4003360ad118567d,4003360ad118567d,3feb171075595379,3ffcd82b446159f3,4008000000000000,0000000000000000
S B|A|2|2|0|Centre-Edge|1|micron|OK|2|2.401|2.401|0.847|1.803|3.000|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,400974b2334f2346,400974b2334f2346,3ff7ffffffffffff,4000f876ccdf6cd9,4010f876ccdf6cd9,0000000000000000
S B|A|2|2|0|Centre-Edge|2|micron|OK|2|3.182|3.182|1.500|2.121|4.243|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4003360ad118567d,4003360ad118567d,3feb171075595379,3ffcd82b446159f3,4008000000000000,0000000000000000
S B|A|2|2|0|Edge-Centre|1|micron|OK|2|2.401|2.401|0.847|1.803|3.000|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,400974b2334f2346,400974b2334f2346,3ff7ffffffffffff,4000f876ccdf6cd9,4010f876ccdf6cd9,0000000000000000
S B|A|2|2|0|Edge-Centre|2|micron|OK|2|3.182|3.182|1.500|2.121|4.243|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,3ffcf1bbcdcbfa54,3ffcf1bbcdcbfa54,3fef4533c563ba2d,3ff1e3779b97f4a8,4004000000000000,0000000000000000
S B|A|2|2|0|Edge-Edge|1|micron|OK|2|1.809|1.809|0.977|1.118|2.500|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4003cc8a99af5453,4003cc8a99af5453,3ff8000000000000,3ff6a09e667f3bcd,400c48c6001f0ac0,0000000000000000
S B|A|2|2|0|Edge-Edge|2|micron|OK|2|2.475|2.475|1.500|1.414|3.536|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
S B|A|2|2|0|Surface-Contact|1|micron|OK|2|0.000|0.000|0.000|0.000|0.000|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
S B|A|2|2|0|Surface-Contact|2|micron|OK|2|0.000|0.000|0.000|0.000|0.000|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,40063f07b357f684,40063f07b357f684,3ff0463025ab0504,40007e0f66afed07,400c000000000000,3fe0000000000000
S B|C|2|2|0|Centre-Centre|1|micron|OK|2|2.781|2.781|1.017|2.062|3.500|0.500
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4007b782033e98a4,4007b782033e98a4,3ff314d14951b3e7,4000f876ccdf6cd9,400e768d399dc470,3fe0000000000000
S B|C|2|2|0|Centre-Centre|2|micron|OK|2|2.965|2.965|1.193|2.121|3.808|0.500
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4001a827999fcef3,4001a827999fcef3,3ff1f0ed99bed9b3,3ff6a09e667f3bcd,4008000000000000,3fe0000000000000
S B|C|2|2|0|Centre-Edge|1|micron|OK|2|2.207|2.207|1.121|1.414|3.000|0.500
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4002a62c1d6d2daa,4002a62c1d6d2daa,3ff2ce786a507c77,3ff8000000000000,40094c583ada5b53,3fe0000000000000
S B|C|2|2|0|Centre-Edge|2|micron|OK|2|2.331|2.331|1.175|1.500|3.162|0.500
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4001a827999fcef3,4001a827999fcef3,3ff1f0ed99bed9b3,3ff6a09e667f3bcd,4008000000000000,3fe0000000000000
S B|C|2|2|0|Edge-Centre|1|micron|OK|2|2.207|2.207|1.121|1.414|3.000|0.500
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4002a62c1d6d2daa,4002a62c1d6d2daa,3ff2ce786a507c77,3ff8000000000000,40094c583ada5b53,3fe0000000000000
S B|C|2|2|0|Edge-Centre|2|micron|OK|2|2.331|2.331|1.175|1.500|3.162|0.500
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,3ff9a827999fcef3,3ff9a827999fcef3,3ff448c6001f0ac0,3fe6a09e667f3bcd,4004000000000000,3fe0000000000000
S B|C|2|2|0|Edge-Edge|1|micron|OK|2|1.604|1.604|1.268|0.707|2.500|0.500
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,3ffc65655f122ff6,3ffc65655f122ff6,3ff187dc1121bc0d,3ff0000000000000,400465655f122ff6,3fe0000000000000
S B|C|2|2|0|Edge-Edge|2|micron|OK|2|1.775|1.775|1.096|1.000|2.550|0.500
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,3fe0000000000000,3fe0000000000000,3fe6a09e667f3bcd,0000000000000000,3ff0000000000000,3fe0000000000000
S B|C|2|2|0|Surface-Contact|1|micron|OK|2|0.500|0.500|0.707|0.000|1.000|0.500
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,3fe0000000000000,3fe0000000000000,3fe6a09e667f3bcd,0000000000000000,3ff0000000000000,3fe0000000000000
S B|C|2|2|0|Surface-Contact|2|micron|OK|2|0.500|0.500|0.707|0.000|1.000|0.500
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,40101fe03f61bad0,40101fe03f61bad0,0000000000000000,40101fe03f61bad0,40101fe03f61bad0,0000000000000000
S C|C|2|2|1|Centre-Centre|1|micron|OK|2|4.031|4.031|0.000|4.031|4.031|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
