STATUS OK
S A|A|2|2|1|Centre-Centre|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4006a09e667f3bcd,4006a09e667f3bcd,0000000000000000,4006a09e667f3bcd,4006a09e667f3bcd,0000000000000000
S A|A|2|2|1|Centre-Edge|1|micron|OK|2|2.828|2.828|0.000|2.828|2.828|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|A|2|2|1|Centre-Edge|2|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|A|2|2|1|Centre-Edge|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4006a09e667f3bcd,4006a09e667f3bcd,0000000000000000,4006a09e667f3bcd,4006a09e667f3bcd,0000000000000000
S A|A|2|2|1|Edge-Centre|1|micron|OK|2|2.828|2.828|0.000|2.828|2.828|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|A|2|2|1|Edge-Centre|2|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|A|2|2|1|Edge-Centre|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4000f876ccdf6cd9,4000f876ccdf6cd9,0000000000000000,4000f876ccdf6cd9,4000f876ccdf6cd9,0000000000000000
S A|A|2|2|1|Edge-Edge|1|micron|OK|2|2.121|2.121|0.000|2.121|2.121|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|A|2|2|1|Edge-Edge|2|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|A|2|2|1|Edge-Edge|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
S A|A|2|2|1|Surface-Contact|1|micron|OK|2|0.000|0.000|0.000|0.000|0.000|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|A|2|2|1|Surface-Contact|2|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|A|2|2|1|Surface-Contact|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,401112318007c2b0,401112318007c2b0,3ff0918c003e157f,400c48c6001f0ac0,4014000000000000,0000000000000000
S A|B|2|2|0|Centre-Centre|1|micron|OK|2|4.268|4.268|1.036|3.536|5.000|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,401112318007c2b0,401112318007c2b0,3ff0918c003e157f,400c48c6001f0ac0,4014000000000000,0000000000000000
S A|B|2|2|0|Centre-Centre|2|micron|OK|2|4.268|4.268|1.036|3.536|5.000|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|B|2|2|0|Centre-Centre|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,400d504f333f9de6,400d504f333f9de6,3ff2e964669e468c,4006a09e667f3bcd,4012000000000000,0000000000000000
S A|B|2|2|0|Centre-Edge|1|micron|OK|2|3.664|3.664|1.182|2.828|4.500|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,400d504f333f9de6,400d504f333f9de6,3ff2e964669e468c,4006a09e667f3bcd,4012000000000000,0000000000000000
S A|B|2|2|0|Centre-Edge|2|micron|OK|2|3.664|3.664|1.182|2.828|4.500|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|B|2|2|0|Centre-Edge|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,400d504f333f9de6,400d504f333f9de6,3ff2e964669e468c,4006a09e667f3bcd,4012000000000000,0000000000000000
S A|B|2|2|0|Edge-Centre|1|micron|OK|2|3.664|3.664|1.182|2.828|4.500|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,400d504f333f9de6,400d504f333f9de6,3ff2e964669e468c,4006a09e667f3bcd,4012000000000000,0000000000000000
S A|B|2|2|0|Edge-Centre|2|micron|OK|2|3.664|3.664|1.182|2.828|4.500|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|B|2|2|0|Edge-Centre|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,40087c3b666fb66c,40087c3b666fb66c,3ff5413cccfe779a,4000f876ccdf6cd9,4010000000000000,0000000000000000
S A|B|2|2|0|Edge-Edge|1|micron|OK|2|3.061|3.061|1.328|2.121|4.000|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,40087c3b666fb66c,40087c3b666fb66c,3ff5413cccfe779a,4000f876ccdf6cd9,4010000000000000,0000000000000000
S A|B|2|2|0|Edge-Edge|2|micron|OK|2|3.061|3.061|1.328|2.121|4.000|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|B|2|2|0|Edge-Edge|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
S A|B|2|2|0|Surface-Contact|1|micron|OK|2|0.000|0.000|0.000|0.000|0.000|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
S A|B|2|2|0|Surface-Contact|2|micron|OK|2|0.000|0.000|0.000|0.000|0.000|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|B|2|2|0|Surface-Contact|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,401c48c6001f0ac0,401c48c6001f0ac0,0000000000000000,401c48c6001f0ac0,401c48c6001f0ac0,0000000000000000
S B|B|2|2|1|Centre-Centre|1|micron|OK|2|7.071|7.071|0.000|7.071|7.071|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|2|2|1|Centre-Centre|2|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|2|2|1|Centre-Centre|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,401974b2334f2346,401974b2334f2346,0000000000000000,401974b2334f2346,401974b2334f2346,0000000000000000
S B|B|2|2|1|Centre-Edge|1|micron|OK|2|6.364|6.364|0.000|6.364|6.364|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|2|2|1|Centre-Edge|2|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|2|2|1|Centre-Edge|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,401974b2334f2346,401974b2334f2346,0000000000000000,401974b2334f2346,401974b2334f2346,0000000000000000
S B|B|2|2|1|Edge-Centre|1|micron|OK|2|6.364|6.364|0.000|6.364|6.364|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|2|2|1|Edge-Centre|2|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|2|2|1|Edge-Centre|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4016a09e667f3bcd,4016a09e667f3bcd,0000000000000000,4016a09e667f3bcd,4016a09e667f3bcd,0000000000000000
S B|B|2|2|1|Edge-Edge|1|micron|OK|2|5.657|5.657|0.000|5.657|5.657|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|2|2|1|Edge-Edge|2|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|2|2|1|Edge-Edge|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
S B|B|2|2|1|Surface-Contact|1|micron|OK|2|0.000|0.000|0.000|0.000|0.000|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|2|2|1|Surface-Contact|2|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|2|2|1|Surface-Contact|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,400c48c6001f0ac0,400c48c6001f0ac0,0000000000000000,400c48c6001f0ac0,400c48c6001f0ac0,0000000000000000
S B|A|2|2|0|Centre-Centre|1|micron|OK|2|3.536|3.536|0.000|3.536|3.536|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4014000000000000,4014000000000000,0000000000000000,4014000000000000,4014000000000000,0000000000000000
S B|A|2|2|0|Centre-Centre|2|micron|OK|2|5.000|5.000|0.000|5.000|5.000|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|A|2|2|0|Centre-Centre|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4006a09e667f3bcd,4006a09e667f3bcd,0000000000000000,4006a09e667f3bcd,4006a09e667f3bcd,0000000000000000
S B|A|2|2|0|Centre-Edge|1|micron|OK|2|2.828|2.828|0.000|2.828|2.828|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4012000000000000,4012000000000000,0000000000000000,4012000000000000,4012000000000000,0000000000000000
S B|A|2|2|0|Centre-Edge|2|micron|OK|2|4.500|4.500|0.000|4.500|4.500|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|A|2|2|0|Centre-Edge|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4006a09e667f3bcd,4006a09e667f3bcd,0000000000000000,4006a09e667f3bcd,4006a09e667f3bcd,0000000000000000
S B|A|2|2|0|Edge-Centre|1|micron|OK|2|2.828|2.828|0.000|2.828|2.828|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4012000000000000,4012000000000000,0000000000000000,4012000000000000,4012000000000000,0000000000000000
S B|A|2|2|0|Edge-Centre|2|micron|OK|2|4.500|4.500|0.000|4.500|4.500|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|A|2|2|0|Edge-Centre|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4000f876ccdf6cd9,4000f876ccdf6cd9,0000000000000000,4000f876ccdf6cd9,4000f876ccdf6cd9,0000000000000000
S B|A|2|2|0|Edge-Edge|1|micron|OK|2|2.121|2.121|0.000|2.121|2.121|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,4010000000000000,4010000000000000,0000000000000000,4010000000000000,4010000000000000,0000000000000000
S B|A|2|2|0|Edge-Edge|2|micron|OK|2|4.000|4.000|0.000|4.000|4.000|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|A|2|2|0|Edge-Edge|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
S B|A|2|2|0|Surface-Contact|1|micron|OK|2|0.000|0.000|0.000|0.000|0.000|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
S B|A|2|2|0|Surface-Contact|2|micron|OK|2|0.000|0.000|0.000|0.000|0.000|0
D 7ff8000000000000,7ff8000000000000,4000000000000000,4000000000000000,0000000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|A|2|2|0|Surface-Contact|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
TABLE patternSummary rows=0 cols=0
H 
GROUP centroids count=2
TABLE centroids/A__Centroids__a818973dc8bcd488a90c1ac96631c67822a84fe01489d93882113947fcd0a3f9 rows=2 cols=8
H Channel|Label|Centroid_X|Centroid_Y|Centroid_Z|Edge_Object|Voxel_Count|Coordinate_Unit
D 7ff8000000000000,3ff0000000000000,3fe0000000000000,3fe0000000000000,3fd0000000000000,3ff0000000000000,4010000000000000,7ff8000000000000
S A|1|0.500|0.500|0.250|1|4|micron
D 7ff8000000000000,4000000000000000,4008000000000000,4008000000000000,3fd0000000000000,0000000000000000,4010000000000000,7ff8000000000000
S A|2|3.000|3.000|0.250|0|4|micron
TABLE centroids/B__Centroids__f3caee30fc761ae93d50fd73c5e4d09359a0442f10ca757da5ad59318118c46c rows=2 cols=8
H Channel|Label|Centroid_X|Centroid_Y|Centroid_Z|Edge_Object|Voxel_Count|Coordinate_Unit
D 7ff8000000000000,3ff0000000000000,4016000000000000,3fe0000000000000,3fd0000000000000,3ff0000000000000,4010000000000000,7ff8000000000000
S B|1|5.500|0.500|0.250|1|4|micron
D 7ff8000000000000,4000000000000000,3fe0000000000000,4016000000000000,3fd0000000000000,3ff0000000000000,4010000000000000,7ff8000000000000
S B|2|0.500|5.500|0.250|1|4|micron
GROUP perObject count=4
