STATUS OK
S A|A|3|3|1|Centre-Centre|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4008000000000000,4008000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4008000000000000,4003cc8a99af5453,4003cc8a99af5453,0000000000000000,4003cc8a99af5453,4003cc8a99af5453,0000000000000000
S A|A|3|3|1|Centre-Edge|1|micron|OK|3|2.475|2.475|0.000|2.475|2.475|0.000
D 7ff8000000000000,7ff8000000000000,4008000000000000,4008000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4008000000000000,40117124c45768c3,4015369480174810,3ffa20bd700c2c3e,4003cc8a99af5453,4015369480174810,0000000000000000
S A|A|3|3|1|Centre-Edge|2|micron|OK|3|4.360|5.303|1.633|2.475|5.303|0.000
D 7ff8000000000000,7ff8000000000000,4008000000000000,4008000000000000,3ff0000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|A|3|3|1|Centre-Edge|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4008000000000000,4008000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4008000000000000,4003cc8a99af5453,4003cc8a99af5453,0000000000000000,4003cc8a99af5453,4003cc8a99af5453,0000000000000000
S A|A|3|3|1|Edge-Centre|1|micron|OK|3|2.475|2.475|0.000|2.475|2.475|0.000
D 7ff8000000000000,7ff8000000000000,4008000000000000,4008000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4008000000000000,40117124c45768c3,4015369480174810,3ffa20bd700c2c3e,4003cc8a99af5453,4015369480174810,0000000000000000
S A|A|3|3|1|Edge-Centre|2|micron|OK|3|4.360|5.303|1.633|2.475|5.303|0.000
D 7ff8000000000000,7ff8000000000000,4008000000000000,4008000000000000,3ff0000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|A|3|3|1|Edge-Centre|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4008000000000000,4008000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4008000000000000,4000f876ccdf6cd9,4000f876ccdf6cd9,0000000000000000,4000f876ccdf6cd9,4000f876ccdf6cd9,0000000000000000
S A|A|3|3|1|Edge-Edge|1|micron|OK|3|2.121|2.121|0.000|2.121|2.121|0.000
D 7ff8000000000000,7ff8000000000000,4008000000000000,4008000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4008000000000000,4010071addef7507,4013cc8a99af5453,3ffa20bd700c2c3e,4000f876ccdf6cd9,4013cc8a99af5453,0000000000000000
S A|A|3|3|1|Edge-Edge|2|micron|OK|3|4.007|4.950|1.633|2.121|4.950|0.000
D 7ff8000000000000,7ff8000000000000,4008000000000000,4008000000000000,3ff0000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|A|3|3|1|Edge-Edge|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4008000000000000,4008000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4008000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
S A|A|3|3|1|Surface-Contact|1|micron|OK|3|0.000|0.000|0.000|0.000|0.000|0.000
D 7ff8000000000000,7ff8000000000000,4008000000000000,4008000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,4008000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
S A|A|3|3|1|Surface-Contact|2|micron|OK|3|0.000|0.000|0.000|0.000|0.000|0.000
D 7ff8000000000000,7ff8000000000000,4008000000000000,4008000000000000,3ff0000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|A|3|3|1|Surface-Contact|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4008000000000000,3ff0000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4008000000000000,4004bde6889f4c26,4000f876ccdf6cd9,4001482f86c40c43,3fe6a09e667f3bcd,4013cc8a99af5453,3fe5555555555555
S A|B|3|1|0|Centre-Centre|1|micron|OK|3|2.593|2.121|2.160|0.707|4.950|0.667
D 7ff8000000000000,7ff8000000000000,4008000000000000,3ff0000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|B|3|1|0|Centre-Centre|2|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4008000000000000,3ff0000000000000,0000000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|B|3|1|0|Centre-Centre|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4008000000000000,3ff0000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4008000000000000,4001e9d2bbcf64ad,3ffc48c6001f0ac0,4001482f86c40c42,3fd6a09e667f3bcd,40126280b3476096,3fe5555555555555
S A|B|3|1|0|Centre-Edge|1|micron|OK|3|2.239|1.768|2.160|0.354|4.596|0.667
D 7ff8000000000000,7ff8000000000000,4008000000000000,3ff0000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|B|3|1|0|Centre-Edge|2|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4008000000000000,3ff0000000000000,0000000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|B|3|1|0|Centre-Edge|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4008000000000000,3ff0000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4008000000000000,4001e9d2bbcf64ad,3ffc48c6001f0ac0,4001482f86c40c42,3fd6a09e667f3bcd,40126280b3476096,3fe5555555555555
S A|B|3|1|0|Edge-Centre|1|micron|OK|3|2.239|1.768|2.160|0.354|4.596|0.667
D 7ff8000000000000,7ff8000000000000,4008000000000000,3ff0000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|B|3|1|0|Edge-Centre|2|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4008000000000000,3ff0000000000000,0000000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|B|3|1|0|Edge-Centre|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4008000000000000,3ff0000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4008000000000000,3ffe2b7dddfefa65,3ff6a09e667f3bcd,4001482f86c40c42,0000000000000000,4010f876ccdf6cd9,3fe5555555555555
S A|B|3|1|0|Edge-Edge|1|micron|OK|3|1.886|1.414|2.160|0.000|4.243|0.667
D 7ff8000000000000,7ff8000000000000,4008000000000000,3ff0000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|B|3|1|0|Edge-Edge|2|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4008000000000000,3ff0000000000000,0000000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|B|3|1|0|Edge-Edge|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4008000000000000,3ff0000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,4008000000000000,3ff0000000000000,3ff0000000000000,3ff0000000000000,0000000000000000,4000000000000000,3fe5555555555555
S A|B|3|1|0|Surface-Contact|1|micron|OK|3|1.000|1.000|1.000|0.000|2.000|0.667
D 7ff8000000000000,7ff8000000000000,4008000000000000,3ff0000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|B|3|1|0|Surface-Contact|2|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,4008000000000000,3ff0000000000000,0000000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S A|B|3|1|0|Surface-Contact|3|micron|INSUFFICIENT_NEIGHBOURS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,3ff0000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|1|1|1|Centre-Centre|1|micron|NO_TARGET_OBJECTS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,3ff0000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|1|1|1|Centre-Centre|2|micron|NO_TARGET_OBJECTS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,3ff0000000000000,3ff0000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|1|1|1|Centre-Centre|3|micron|NO_TARGET_OBJECTS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,3ff0000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|1|1|1|Centre-Edge|1|micron|NO_TARGET_OBJECTS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,3ff0000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|1|1|1|Centre-Edge|2|micron|NO_TARGET_OBJECTS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,3ff0000000000000,3ff0000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|1|1|1|Centre-Edge|3|micron|NO_TARGET_OBJECTS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,3ff0000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|1|1|1|Edge-Centre|1|micron|NO_TARGET_OBJECTS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,3ff0000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|1|1|1|Edge-Centre|2|micron|NO_TARGET_OBJECTS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,3ff0000000000000,3ff0000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|1|1|1|Edge-Centre|3|micron|NO_TARGET_OBJECTS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,3ff0000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|1|1|1|Edge-Edge|1|micron|NO_TARGET_OBJECTS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,3ff0000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|1|1|1|Edge-Edge|2|micron|NO_TARGET_OBJECTS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,3ff0000000000000,3ff0000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|1|1|1|Edge-Edge|3|micron|NO_TARGET_OBJECTS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,3ff0000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|1|1|1|Surface-Contact|1|micron|NO_TARGET_OBJECTS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,3ff0000000000000,3ff0000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|1|1|1|Surface-Contact|2|micron|NO_TARGET_OBJECTS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,3ff0000000000000,3ff0000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,0000000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000,7ff8000000000000
S B|B|1|1|1|Surface-Contact|3|micron|NO_TARGET_OBJECTS|0|NaN|NaN|NaN|NaN|NaN|NaN
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,4008000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000,3fe6a09e667f3bcd,3fe6a09e667f3bcd,7ff8000000000000,3fe6a09e667f3bcd,3fe6a09e667f3bcd,3ff0000000000000
S B|A|1|3|0|Centre-Centre|1|micron|OK|1|0.707|0.707|NaN|0.707|0.707|1.000
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,4008000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000,4000f876ccdf6cd9,4000f876ccdf6cd9,7ff8000000000000,4000f876ccdf6cd9,4000f876ccdf6cd9,3ff0000000000000
S B|A|1|3|0|Centre-Centre|2|micron|OK|1|2.121|2.121|NaN|2.121|2.121|1.000
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,4008000000000000,0000000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000,4013cc8a99af5453,4013cc8a99af5453,7ff8000000000000,4013cc8a99af5453,4013cc8a99af5453,0000000000000000
S B|A|1|3|0|Centre-Centre|3|micron|OK|1|4.950|4.950|NaN|4.950|4.950|0.000
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,4008000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000,3fd6a09e667f3bcd,3fd6a09e667f3bcd,7ff8000000000000,3fd6a09e667f3bcd,3fd6a09e667f3bcd,3ff0000000000000
S B|A|1|3|0|Centre-Edge|1|micron|OK|1|0.354|0.354|NaN|0.354|0.354|1.000
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,4008000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000,3ffc48c6001f0ac0,3ffc48c6001f0ac0,7ff8000000000000,3ffc48c6001f0ac0,3ffc48c6001f0ac0,3ff0000000000000
S B|A|1|3|0|Centre-Edge|2|micron|OK|1|1.768|1.768|NaN|1.768|1.768|1.000
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,4008000000000000,0000000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000,40126280b3476096,40126280b3476096,7ff8000000000000,40126280b3476096,40126280b3476096,0000000000000000
S B|A|1|3|0|Centre-Edge|3|micron|OK|1|4.596|4.596|NaN|4.596|4.596|0.000
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,4008000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000,3fd6a09e667f3bcd,3fd6a09e667f3bcd,7ff8000000000000,3fd6a09e667f3bcd,3fd6a09e667f3bcd,3ff0000000000000
S B|A|1|3|0|Edge-Centre|1|micron|OK|1|0.354|0.354|NaN|0.354|0.354|1.000
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,4008000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000,3ffc48c6001f0ac0,3ffc48c6001f0ac0,7ff8000000000000,3ffc48c6001f0ac0,3ffc48c6001f0ac0,3ff0000000000000
S B|A|1|3|0|Edge-Centre|2|micron|OK|1|1.768|1.768|NaN|1.768|1.768|1.000
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,4008000000000000,0000000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000,40126280b3476096,40126280b3476096,7ff8000000000000,40126280b3476096,40126280b3476096,0000000000000000
S B|A|1|3|0|Edge-Centre|3|micron|OK|1|4.596|4.596|NaN|4.596|4.596|0.000
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,4008000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000,0000000000000000,0000000000000000,7ff8000000000000,0000000000000000,0000000000000000,3ff0000000000000
S B|A|1|3|0|Edge-Edge|1|micron|OK|1|0.000|0.000|NaN|0.000|0.000|1.000
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,4008000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000,3ff6a09e667f3bcd,3ff6a09e667f3bcd,7ff8000000000000,3ff6a09e667f3bcd,3ff6a09e667f3bcd,3ff0000000000000
S B|A|1|3|0|Edge-Edge|2|micron|OK|1|1.414|1.414|NaN|1.414|1.414|1.000
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,4008000000000000,0000000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000,4010f876ccdf6cd9,4010f876ccdf6cd9,7ff8000000000000,4010f876ccdf6cd9,4010f876ccdf6cd9,0000000000000000
S B|A|1|3|0|Edge-Edge|3|micron|OK|1|4.243|4.243|NaN|4.243|4.243|0.000
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,4008000000000000,0000000000000000,7ff8000000000000,3ff0000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000,4000000000000000,4000000000000000,7ff8000000000000,4000000000000000,4000000000000000,3ff0000000000000
S B|A|1|3|0|Surface-Contact|1|micron|OK|1|2.000|2.000|NaN|2.000|2.000|1.000
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,4008000000000000,0000000000000000,7ff8000000000000,4000000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000,3ff0000000000000,3ff0000000000000,7ff8000000000000,3ff0000000000000,3ff0000000000000,3ff0000000000000
S B|A|1|3|0|Surface-Contact|2|micron|OK|1|1.000|1.000|NaN|1.000|1.000|1.000
D 7ff8000000000000,7ff8000000000000,3ff0000000000000,4008000000000000,0000000000000000,7ff8000000000000,4008000000000000,7ff8000000000000,7ff8000000000000,3ff0000000000000,0000000000000000,0000000000000000,7ff8000000000000,0000000000000000,0000000000000000,0000000000000000
S B|A|1|3|0|Surface-Contact|3|micron|OK|1|0.000|0.000|NaN|0.000|0.000|0.000
TABLE patternSummary rows=0 cols=0
H 
GROUP centroids count=2
TABLE centroids/A__Centroids__a818973dc8bcd488a90c1ac96631c67822a84fe01489d93882113947fcd0a3f9 rows=3 cols=8
H Channel|Label|Centroid_X|Centroid_Y|Centroid_Z|Edge_Object|Voxel_Count|Coordinate_Unit
D 7ff8000000000000,40efffa000000000,3fe8000000000000,3fe8000000000000,3fd0000000000000,0000000000000000,3ff0000000000000,7ff8000000000000
S A|65533|0.750|0.750|0.250|0|1|micron
D 7ff8000000000000,40efffc000000000,4006000000000000,4006000000000000,3fd0000000000000,0000000000000000,3ff0000000000000,7ff8000000000000
S A|65534|2.750|2.750|0.250|0|1|micron
